false_ties_score,true_ties_score,unlink_ties_score
,0.67626,
,0.67704,
,0.67734,
-0.96788,0.67792,
-0.9534,0.67794,
-0.95215,0.67795,
-0.95215,0.67803,
-0.95173,0.67812,
-0.95123,0.67821,
-0.95031,0.67867,
-0.94471,0.67873,
-0.94144,0.67875,
-0.9301,0.67912,
-0.92394,0.67929,
-0.92108,0.67935,
-0.92024,0.67966,
-0.91961,0.67979,
-0.89331,0.6798,
-0.89287,0.67989,
-0.88692,0.68031,
-0.88646,0.68077,
-0.88499,0.68086,
-0.8771,0.68118,
-0.87448,0.68122,
-0.85655,0.68131,
-0.85277,0.68203,
-0.84453,0.68203,
-0.8129,0.68207,
-0.80782,0.6822,
-0.78502,0.68221,
-0.78241,0.68224,
-0.75499,0.68232,
-0.63403,0.68246,
0.96708,0.6827,
,0.68272,
,0.683,
-0.96782,0.68306,
-0.96438,0.68339,
-0.94777,0.6838,
-0.9462,0.68396,
-0.94299,0.68423,
-0.93826,0.68441,
-0.92235,0.68456,
-0.91753,0.68482,
-0.91577,0.68486,
-0.91413,0.6849,
-0.91315,0.68517,
-0.91068,0.6857,
-0.90837,0.68576,
-0.90545,0.68589,
-0.90418,0.68593,
-0.90352,0.686,
-0.90323,0.68601,
-0.9006,0.68604,
-0.89607,0.68604,
-0.89128,0.68628,
-0.86023,0.68639,
-0.85492,0.68641,
-0.81859,0.68644,
-0.78034,0.68645,
-0.55404,0.6865,
-0.53162,0.68652,
-0.45747,0.68652,
-0.42336,0.68711,
-0.40342,0.68725,
-0.39692,0.68739,
0.00401,0.68744,
0.77761,0.68786,
,0.68838,
-0.95824,0.68866,
-0.95709,0.68882,
-0.95645,0.68888,
-0.95213,0.68898,
-0.9505,0.689,
-0.94954,0.68905,
-0.9489,0.68913,
-0.94783,0.68925,
-0.94681,0.68935,
-0.93662,0.68948,
-0.93165,0.6899,
-0.93087,0.69026,
-0.93057,0.6903,
-0.91988,0.6904,
-0.9162,0.69083,
-0.87916,0.69083,
-0.879,0.69095,
-0.87899,0.69116,
-0.87226,0.6913,
-0.82382,0.6914,
-0.81596,0.69186,
-0.78212,0.69245,
-0.77748,0.69247,
-0.74162,0.6925,
-0.49899,0.69251,
-0.44629,0.69252,
-0.35043,0.69285,
,0.69307,
-0.40139,0.6935,
0.62855,0.69383,
,0.69408,
,0.69409,
,0.69416,
-0.95712,0.69435,
-0.95703,0.69453,
-0.95515,0.69462,
-0.95448,0.69482,
-0.95383,0.6953,
-0.95366,0.69546,
-0.95028,0.6956,
-0.94231,0.69575,
-0.94011,0.69591,
-0.93533,0.69595,
-0.93427,0.69616,
-0.92537,0.69645,
-0.91347,0.69646,
-0.91326,0.69647,
-0.90048,0.69667,
-0.8866,0.69685,
-0.8832,0.69694,
-0.85162,0.69714,
-0.77792,0.69736,
-0.76652,0.69753,
-0.72632,0.69756,
-0.46151,0.6976,
-0.46037,0.69763,
-0.38978,0.69777,
-0.37059,0.69788,
0.22525,0.6985,
0.24608,0.69879,
,0.69884,
,0.69917,
,0.69939,
,0.6994,
,0.69959,
,0.69969,
,0.70033,
-0.96004,0.70052,
-0.957,0.70052,
-0.95616,0.70053,
-0.95602,0.70081,
-0.95516,0.70084,
-0.95465,0.70112,
-0.95409,0.7017,
-0.95276,0.7021,
-0.94931,0.70213,
-0.94816,0.70228,
-0.94569,0.70228,
-0.94518,0.70229,
-0.94424,0.70238,
-0.94341,0.70238,
-0.94267,0.70241,
-0.94105,0.70251,
-0.93966,0.70251,
-0.93794,0.70259,
-0.9345,0.70261,
-0.93235,0.70287,
-0.92916,0.70378,
-0.92396,0.7038,
-0.92343,0.70396,
-0.92307,0.70404,
-0.92068,0.70408,
-0.91987,0.70409,
-0.9183,0.70421,
-0.91821,0.70443,
-0.9171,0.70466,
-0.91244,0.70471,
-0.91215,0.70475,
-0.91118,0.70496,
-0.90997,0.70503,
-0.90959,0.70529,
-0.9089,0.70554,
-0.90868,0.70566,
-0.9076,0.70591,
-0.90665,0.70597,
-0.90456,0.70612,
-0.90317,0.70632,
-0.90058,0.70636,
-0.89662,0.70693,
-0.89626,0.70772,
-0.89548,0.70774,
-0.89478,0.7082,
-0.89074,0.70835,
-0.88744,0.70837,
-0.88682,0.70889,
-0.88229,0.70913,
-0.87526,0.70919,
-0.87022,0.70925,
-0.8684,0.7095,
-0.861,0.70954,
-0.86078,0.70958,
-0.85998,0.70961,
-0.84963,0.70993,
-0.8479,0.70998,
-0.84707,0.71,
-0.83125,0.71023,
-0.82911,0.71036,
-0.82773,0.7104,
-0.82549,0.71067,
-0.80632,0.71084,
-0.77573,0.71102,
-0.76557,0.71128,
-0.76418,0.71132,
-0.75709,0.71178,
-0.75686,0.71193,
-0.75401,0.71197,
-0.73985,0.7123,
,0.71235,
,0.7124,
-0.70219,0.71258,
-0.66495,0.71272,
-0.64315,0.71273,
-0.63567,0.71273,
-0.63145,0.71294,
-0.61181,0.71305,
-0.60291,0.71344,
-0.59168,0.71379,
-0.58942,0.71441,
-0.5591,0.71448,
-0.2198,0.71454,
-0.19343,0.7146,
,0.71473,
,0.71502,
,0.71525,
,0.71548,
-0.3715,0.7156,
,0.71625,
,0.71641,
-0.84622,0.71654,
-0.74363,0.71694,
,0.71698,
-0.75891,0.71706,
-0.63433,0.71744,
-0.21675,0.71745,
,0.71777,
,0.71781,
,0.71784,
-0.95543,0.71786,
-0.953,0.71788,
-0.95198,0.718,
-0.94826,0.71815,
-0.94822,0.71817,
-0.9461,0.71857,
-0.9457,0.71875,
-0.94494,0.71895,
-0.93601,0.71896,
-0.92674,0.71914,
-0.92547,0.71926,
-0.92443,0.7194,
-0.92321,0.7194,
-0.92055,0.71951,
-0.9126,0.71986,
-0.91208,0.72042,
-0.91131,0.72047,
-0.91022,0.72061,
-0.90265,0.72082,
-0.884,0.72105,
-0.84608,0.72135,
-0.83635,0.72145,
-0.82686,0.72164,
-0.82492,0.72207,
-0.82132,0.72211,
-0.78592,0.7223,
-0.61542,0.72234,
-0.53885,0.7224,
-0.46138,0.72275,
-0.08483,0.7228,
,0.72284,
-0.32438,0.72333,
,0.72342,
,0.72344,
,0.72372,
,0.72422,
-0.95552,0.72423,
-0.95344,0.72439,
-0.94364,0.72453,
-0.92711,0.72484,
-0.87919,0.72495,
,0.725,
-0.96563,0.72517,
-0.92438,0.72528,
-0.91579,0.72558,
-0.91438,0.72586,
-0.91,0.72632,
-0.90291,0.72653,
-0.87736,0.72664,
-0.85485,0.72691,
-0.84442,0.72699,
-0.73469,0.72736,
-0.70705,0.72738,
-0.63597,0.72753,
-0.63406,0.72755,
-0.61845,0.7276,
-0.5845,0.72774,
-0.52735,0.72791,
,0.72794,
,0.72801,
,0.72817,
-0.61253,0.72867,
,0.72911,
-0.41715,0.72956,
,0.73043,
-0.95937,0.73074,
-0.95669,0.73076,
-0.95367,0.73086,
-0.95008,0.73107,
-0.94908,0.73129,
-0.94634,0.73132,
-0.94593,0.73137,
-0.94286,0.7317,
-0.92833,0.73173,
-0.91903,0.73183,
-0.91475,0.73184,
-0.91439,0.73193,
-0.91287,0.732,
-0.91283,0.73204,
-0.88251,0.73215,
-0.87384,0.73257,
-0.84592,0.73297,
-0.8444,0.73302,
-0.84424,0.73327,
-0.76768,0.73328,
-0.52427,0.73333,
-0.3466,0.73346,
0.11778,0.73356,
,0.73379,
,0.73381,
0.2003,0.73406,
,0.73416,
,0.73427,
,0.73465,
,0.73471,
,0.73503,
,0.73521,
,0.7354,
-0.96884,0.73545,
-0.95215,0.73558,
-0.94872,0.7357,
-0.94628,0.73616,
-0.94127,0.73626,
-0.94086,0.7364,
-0.92886,0.73649,
-0.92839,0.73651,
-0.91972,0.73681,
-0.91926,0.73683,
-0.91736,0.73699,
-0.91251,0.73701,
-0.91054,0.73717,
-0.89176,0.7372,
-0.87793,0.73725,
-0.87594,0.73736,
-0.87239,0.73747,
-0.87085,0.73751,
-0.78649,0.73764,
-0.52388,0.73777,
-0.44338,0.73788,
,0.73792,
-0.83652,0.7381,
-0.7904,0.73819,
-0.48906,0.73846,
-0.48677,0.73853,
-0.48607,0.73855,
-0.46586,0.73873,
-0.33992,0.73885,
0.24777,0.73925,
,0.73978,
,0.74044,
-0.95121,0.74075,
-0.94078,0.74106,
-0.93456,0.74113,
-0.93029,0.74114,
-0.92548,0.74117,
-0.92181,0.7413,
-0.91805,0.74132,
-0.91642,0.74136,
-0.91453,0.74144,
-0.9113,0.74147,
-0.90867,0.7415,
-0.90393,0.742,
-0.90386,0.74205,
-0.90328,0.74228,
-0.90265,0.74253,
-0.85456,0.74254,
-0.8328,0.74282,
-0.81385,0.74286,
-0.78981,0.74296,
-0.74545,0.74316,
-0.74393,0.74323,
-0.64093,0.74338,
-0.60095,0.74342,
-0.53302,0.74349,
-0.53217,0.74355,
-0.507,0.74358,
-0.31318,0.7436,
,0.74388,
,0.74393,
,0.744,
-0.43802,0.74426,
-0.4354,0.74434,
,0.74444,
-0.80792,0.74459,
,0.7446,
-0.96716,0.74467,
-0.96188,0.74479,
-0.95356,0.7448,
-0.95059,0.74491,
-0.94662,0.74521,
-0.94626,0.74535,
-0.94333,0.7457,
-0.94091,0.74575,
-0.93622,0.74592,
-0.92311,0.74596,
-0.91617,0.74609,
-0.91322,0.7463,
-0.91183,0.74652,
-0.9107,0.74671,
-0.90994,0.74672,
-0.89703,0.74675,
-0.89683,0.74677,
-0.88935,0.7471,
-0.86986,0.74738,
-0.83554,0.7475,
-0.55069,0.74769,
,0.74805,
-0.88339,0.7481,
-0.52476,0.74839,
-0.45356,0.74868,
-0.41735,0.74882,
-0.35918,0.74898,
,0.74906,
0.00857,0.74948,
,0.74961,
,0.74961,
-0.95858,0.74966,
-0.95638,0.74986,
-0.95611,0.7499,
-0.95078,0.74994,
-0.94556,0.75005,
-0.942,0.75011,
-0.93963,0.75014,
-0.93754,0.7502,
-0.93365,0.75024,
-0.92767,0.7503,
-0.92737,0.75034,
-0.92581,0.7504,
-0.91649,0.75057,
-0.89765,0.75058,
-0.89391,0.75063,
-0.89328,0.75077,
-0.88057,0.75079,
-0.87565,0.7509,
-0.87202,0.75107,
-0.86386,0.75109,
-0.82278,0.75125,
-0.8197,0.75126,
-0.78402,0.75126,
-0.78023,0.75135,
-0.76838,0.75142,
,0.75159,
,0.7518,
-0.72458,0.75181,
,0.75183,
,0.75186,
,0.75192,
-0.57161,0.752,
,0.75205,
-0.95708,0.75205,
-0.95647,0.75232,
-0.9461,0.75236,
-0.93312,0.75256,
-0.93021,0.75277,
-0.92605,0.7529,
-0.9237,0.7529,
-0.92277,0.75303,
-0.92044,0.7533,
-0.90866,0.75338,
-0.90252,0.75356,
-0.90193,0.75366,
-0.88702,0.7541,
-0.88146,0.75417,
-0.87655,0.75443,
-0.87651,0.7545,
-0.86089,0.75465,
-0.86,0.75466,
-0.85273,0.75473,
-0.81247,0.75484,
,0.75487,
-0.77386,0.7549,
-0.75929,0.75497,
-0.73823,0.755,
,0.75503,
-0.70905,0.7552,
,0.75526,
,0.75546,
,0.75546,
,0.75555,
,0.7556,
-0.954,0.75562,
-0.81065,0.75571,
,0.75584,
-0.95478,0.75607,
-0.95231,0.75609,
-0.95125,0.75615,
-0.94646,0.75616,
-0.93498,0.75617,
-0.92332,0.75618,
-0.90776,0.75622,
,0.75624,
-0.93382,0.75633,
-0.91832,0.75642,
-0.91759,0.75672,
-0.91027,0.75692,
-0.90959,0.75701,
-0.8968,0.75703,
-0.88376,0.75706,
-0.87584,0.75712,
-0.86703,0.75716,
-0.86232,0.75717,
-0.83957,0.7573,
-0.82946,0.75738,
-0.79567,0.75748,
-0.76994,0.75749,
-0.74498,0.75767,
-0.74356,0.75792,
-0.7034,0.75823,
-0.65479,0.7583,
-0.52142,0.75837,
-0.5177,0.7585,
,0.75851,
,0.75857,
-0.48321,0.75859,
,0.75875,
-0.96273,0.75875,
-0.96212,0.75903,
-0.95126,0.7591,
-0.9508,0.75943,
-0.94787,0.75957,
-0.94304,0.75965,
-0.94148,0.75965,
-0.9398,0.75969,
-0.93854,0.75969,
-0.92821,0.75977,
-0.92551,0.75985,
-0.92376,0.7599,
-0.92097,0.75993,
-0.91707,0.76001,
-0.91462,0.76009,
-0.91221,0.76018,
-0.90141,0.76022,
-0.90016,0.76024,
-0.89822,0.76031,
-0.88895,0.76036,
-0.87191,0.76036,
-0.86852,0.7604,
-0.85632,0.76043,
-0.81311,0.76043,
-0.76222,0.76043,
-0.71644,0.76057,
-0.70813,0.76074,
-0.67049,0.76076,
-0.01992,0.76087,
,0.76104,
-0.49582,0.7611,
0.97409,0.76112,
,0.76122,
0.97057,0.76124,
,0.76124,
-0.95858,0.76124,
-0.95082,0.76129,
-0.94888,0.76132,
-0.94696,0.76159,
-0.93318,0.76165,
-0.9298,0.76173,
-0.92618,0.76184,
-0.92343,0.76188,
-0.92332,0.76196,
-0.92268,0.76203,
-0.91941,0.76233,
-0.91839,0.7625,
-0.90743,0.76261,
-0.90521,0.76273,
-0.90161,0.76284,
-0.89815,0.76302,
-0.85817,0.76305,
-0.84561,0.76305,
-0.80312,0.76309,
-0.75609,0.76312,
,0.7632,
,0.76342,
,0.76347,
,0.76377,
-0.50092,0.76378,
-0.37193,0.76396,
,0.76406,
,0.76436,
-0.59788,0.76445,
,0.76456,
,0.76461,
-0.3004,0.76477,
,0.76491,
-0.96521,0.76493,
-0.96361,0.76497,
-0.95824,0.76505,
-0.57146,0.76505,
,0.7652,
-0.95812,0.7652,
-0.95285,0.76522,
-0.94002,0.76522,
-0.93938,0.76573,
-0.92065,0.76586,
,0.76591,
,0.76594,
-0.9524,0.76597,
-0.94689,0.766,
-0.93275,0.76615,
-0.92542,0.76626,
-0.92092,0.76631,
-0.91861,0.76638,
-0.91383,0.76643,
-0.91151,0.7665,
-0.90879,0.76668,
-0.89911,0.76669,
-0.89775,0.76683,
-0.89665,0.76684,
-0.89205,0.76687,
-0.76152,0.76709,
-0.58019,0.76714,
-0.4942,0.76717,
-0.38087,0.76754,
,0.76783,
,0.76809,
-0.95982,0.76826,
-0.95759,0.76835,
-0.95481,0.76848,
-0.94761,0.76851,
-0.94377,0.76868,
-0.93872,0.76869,
-0.92105,0.76872,
-0.91999,0.76876,
-0.91402,0.76882,
-0.90551,0.76885,
-0.90251,0.76893,
-0.90034,0.76895,
-0.89922,0.76897,
-0.89854,0.76899,
-0.89653,0.76904,
-0.89126,0.76948,
-0.88411,0.7695,
-0.87204,0.76956,
-0.86443,0.76968,
-0.85614,0.76979,
-0.84922,0.77019,
-0.845,0.77032,
-0.82922,0.7704,
-0.81354,0.77057,
-0.809,0.7706,
-0.51414,0.77067,
0.10695,0.77067,
,0.77074,
-0.63147,0.77079,
-0.60249,0.77081,
,0.77092,
0.0861,0.77093,
,0.77099,
-0.96667,0.77108,
-0.95955,0.77141,
-0.95939,0.77158,
-0.95626,0.7716,
-0.95272,0.77171,
-0.9522,0.77182,
-0.9522,0.77202,
-0.9513,0.77205,
-0.95118,0.77233,
-0.95058,0.77242,
-0.94995,0.77249,
-0.94928,0.7726,
-0.94927,0.77264,
-0.94692,0.77269,
-0.94663,0.77271,
-0.94345,0.77275,
-0.94263,0.77276,
-0.94211,0.77288,
-0.94103,0.77308,
-0.94015,0.77329,
-0.93977,0.77333,
-0.93531,0.77334,
-0.93463,0.77335,
-0.93298,0.77335,
-0.93248,0.77371,
-0.92773,0.77391,
-0.92722,0.77398,
-0.92543,0.7741,
-0.92303,0.77427,
-0.92256,0.77428,
-0.92247,0.77434,
-0.92223,0.77439,
-0.92111,0.77449,
-0.92046,0.77451,
-0.9201,0.77465,
-0.91898,0.77473,
-0.91865,0.77477,
-0.91747,0.7748,
-0.91369,0.77513,
-0.91349,0.77523,
-0.91275,0.77524,
-0.91143,0.77531,
-0.9085,0.77565,
-0.90485,0.7757,
-0.90452,0.77586,
-0.90411,0.77608,
-0.89792,0.77616,
-0.89683,0.77622,
-0.89313,0.77622,
-0.88332,0.77641,
-0.88009,0.7765,
-0.87829,0.77666,
-0.87478,0.77669,
-0.87277,0.7767,
-0.86956,0.77674,
-0.86548,0.77683,
-0.86467,0.77686,
-0.8624,0.77687,
-0.8518,0.7769,
-0.8501,0.77692,
-0.84833,0.77704,
-0.8477,0.77706,
-0.84663,0.77716,
-0.83512,0.77727,
-0.82874,0.77727,
-0.82738,0.77731,
-0.80139,0.77748,
-0.79695,0.77748,
-0.77795,0.77764,
-0.77224,0.77767,
-0.7601,0.7777,
-0.73087,0.77839,
-0.7271,0.77848,
-0.64328,0.77849,
-0.59313,0.77852,
-0.57771,0.77873,
-0.5721,0.77876,
-0.51449,0.77885,
-0.47156,0.77903,
,0.77922,
-0.73697,0.77929,
-0.38854,0.77929,
-0.31267,0.77951,
0.11213,0.77957,
0.51341,0.77963,
,0.77964,
,0.77966,
,0.77975,
,0.77975,
,0.77999,
-0.75682,0.77999,
-0.64879,0.78007,
-0.58458,0.7802,
,0.78023,
0.18457,0.78032,
0.21269,0.78042,
,0.78045,
,0.78051,
-0.95611,0.78056,
-0.92933,0.78059,
-0.88969,0.78069,
-0.01553,0.78085,
,0.78087,
-0.9586,0.78089,
-0.95566,0.78096,
-0.9552,0.78098,
-0.95164,0.78125,
-0.95115,0.78159,
-0.95085,0.78179,
-0.94445,0.78186,
-0.94022,0.78188,
-0.94019,0.78193,
-0.9338,0.78197,
-0.9263,0.78215,
-0.92336,0.78216,
-0.92261,0.78223,
-0.92085,0.78227,
-0.91796,0.78231,
-0.91444,0.78233,
-0.8952,0.7826,
-0.89128,0.78277,
-0.88994,0.78279,
-0.87853,0.78281,
-0.86564,0.78291,
-0.80716,0.78309,
-0.6989,0.78314,
-0.51415,0.78328,
-0.50453,0.78331,
-0.41694,0.78332,
-0.34778,0.78335,
0.92634,0.78343,
,0.78357,
-0.95637,0.78359,
-0.95461,0.78362,
-0.95266,0.78378,
-0.94351,0.78391,
-0.94199,0.78393,
-0.93648,0.78424,
-0.92451,0.78425,
-0.92193,0.78428,
-0.91829,0.78432,
-0.91685,0.78435,
-0.91454,0.7844,
-0.91422,0.78469,
-0.91402,0.78475,
-0.89041,0.78481,
-0.88665,0.78498,
-0.88204,0.78518,
-0.86853,0.7853,
-0.53542,0.78549,
,0.78551,
,0.78555,
-0.85774,0.78559,
-0.80137,0.78562,
-0.73886,0.78568,
-0.68836,0.78569,
-0.59845,0.78579,
-0.57321,0.78599,
-0.51033,0.786,
-0.38123,0.78613,
0.06253,0.78615,
0.09247,0.78617,
0.97093,0.78618,
,0.78621,
,0.78624,
-0.96241,0.78633,
-0.95867,0.78638,
-0.95843,0.7864,
-0.95775,0.78645,
-0.95585,0.78648,
-0.95423,0.78657,
-0.94643,0.78662,
-0.94187,0.78662,
-0.92894,0.78666,
-0.92883,0.78677,
-0.90787,0.78688,
-0.90313,0.78688,
-0.90186,0.7869,
-0.90123,0.78696,
-0.89112,0.78705,
-0.89094,0.78706,
-0.86961,0.78712,
-0.86456,0.78714,
-0.86194,0.78725,
-0.84791,0.78753,
-0.80848,0.78755,
-0.79849,0.78768,
-0.78639,0.78786,
-0.73779,0.78798,
-0.59139,0.78804,
-0.46298,0.78812,
0.04557,0.78813,
0.97336,0.78815,
,0.78835,
,0.78855,
,0.78862,
,0.78875,
,0.78889,
-0.95803,0.78906,
-0.95117,0.7894,
-0.94851,0.78968,
-0.94479,0.78971,
-0.93498,0.78978,
-0.93178,0.78999,
-0.92659,0.79008,
-0.92251,0.79012,
-0.92203,0.79017,
-0.91206,0.79021,
-0.90629,0.79023,
-0.89907,0.79025,
-0.89686,0.79042,
-0.89416,0.79043,
-0.89196,0.79051,
-0.88622,0.79054,
-0.88191,0.79056,
-0.87992,0.79072,
-0.87001,0.79076,
-0.86954,0.79089,
-0.84316,0.7909,
-0.82233,0.79091,
-0.71773,0.79094,
-0.71435,0.79105,
-0.70727,0.7911,
-0.67464,0.79111,
-0.58716,0.79118,
-0.5652,0.79124,
-0.52702,0.7915,
-0.44431,0.79152,
-0.01747,0.79157,
,0.79183,
-0.95877,0.79201,
-0.95656,0.79204,
-0.95266,0.79214,
-0.94929,0.79218,
-0.94184,0.79227,
-0.93079,0.79231,
-0.92922,0.7924,
-0.92415,0.79248,
-0.91367,0.79254,
-0.91059,0.79266,
-0.90924,0.79271,
-0.90467,0.79277,
-0.89183,0.7928,
-0.88635,0.79299,
-0.88542,0.79304,
-0.83142,0.79305,
-0.80961,0.79327,
-0.35207,0.79338,
-0.31401,0.79342,
,0.79342,
,0.79342,
,0.79343,
-0.87191,0.79349,
-0.84274,0.79357,
-0.83562,0.79359,
-0.8294,0.79381,
-0.63968,0.79382,
-0.39345,0.79386,
,0.79427,
,0.79439,
,0.79444,
-0.49324,0.79445,
,0.79448,
,0.79456,
-0.94551,0.79462,
-0.93455,0.79467,
-0.9328,0.79468,
-0.93181,0.79473,
-0.93032,0.79481,
-0.92681,0.79488,
-0.92484,0.79528,
-0.9182,0.79531,
-0.91639,0.79535,
-0.91591,0.79538,
-0.91406,0.79543,
-0.90951,0.79547,
-0.90843,0.79555,
-0.90495,0.79557,
-0.90221,0.79558,
-0.90148,0.7956,
-0.88383,0.79565,
-0.85327,0.79567,
-0.85285,0.79571,
-0.85262,0.79574,
-0.83015,0.79576,
-0.81611,0.79586,
-0.77702,0.79589,
-0.75447,0.79595,
-0.73844,0.79601,
-0.70603,0.79616,
-0.69952,0.7963,
-0.54601,0.79638,
,0.7964,
,0.79651,
-0.61938,0.79652,
-0.54023,0.79655,
,0.79667,
-0.95488,0.79676,
-0.95097,0.79683,
-0.94887,0.7969,
-0.9474,0.79702,
-0.94162,0.79706,
-0.94072,0.79709,
-0.93338,0.79709,
-0.9277,0.79733,
-0.91758,0.79736,
-0.917,0.79768,
-0.91119,0.7979,
-0.90657,0.79795,
-0.90122,0.79817,
-0.88417,0.79834,
-0.87724,0.79853,
-0.87124,0.79857,
-0.86408,0.79873,
-0.86168,0.79874,
-0.82589,0.79874,
-0.80562,0.79885,
-0.80318,0.79903,
-0.80085,0.79906,
-0.79249,0.79909,
-0.75035,0.79931,
-0.67408,0.79932,
-0.34731,0.79937,
,0.79948,
-0.70197,0.79954,
-0.625,0.79956,
-0.5182,0.79962,
,0.79968,
,0.7997,
,0.79975,
-0.95633,0.79993,
-0.94232,0.79997,
,0.79999,
,0.80001,
-0.95922,0.80008,
-0.95357,0.80014,
-0.95045,0.80015,
-0.94603,0.80016,
-0.94377,0.80016,
-0.93886,0.8002,
-0.92179,0.8003,
-0.91962,0.80031,
-0.91033,0.80032,
-0.90663,0.80042,
-0.89701,0.80043,
,0.80047,
,0.80055,
-0.95907,0.80068,
-0.90716,0.80068,
-0.90178,0.80072,
-0.89476,0.80073,
-0.86695,0.80075,
-0.84833,0.80086,
-0.84124,0.80094,
-0.81987,0.80094,
-0.81424,0.80095,
-0.65927,0.80098,
-0.56729,0.80101,
,0.80108,
-0.63448,0.80113,
-0.5586,0.80126,
,0.80138,
,0.80147,
-0.96639,0.80147,
-0.9634,0.80157,
-0.95826,0.80168,
-0.95013,0.80172,
-0.94404,0.80193,
-0.94352,0.80199,
-0.9399,0.802,
-0.93357,0.80208,
-0.93246,0.80213,
-0.93121,0.80227,
-0.92898,0.80232,
-0.92671,0.80238,
-0.92004,0.80245,
-0.9152,0.80248,
-0.9027,0.80251,
-0.90144,0.80252,
-0.89797,0.80255,
-0.85007,0.80259,
-0.84315,0.80264,
-0.83136,0.80267,
-0.82896,0.80274,
-0.81138,0.80277,
-0.80274,0.80278,
-0.79107,0.80279,
-0.78869,0.80284,
-0.78266,0.80287,
-0.77991,0.80297,
-0.75134,0.80308,
-0.6862,0.80316,
-0.52282,0.80361,
,0.8037,
,0.8037,
,0.80387,
-0.95605,0.80394,
-0.95196,0.80401,
-0.95019,0.80409,
-0.94749,0.80419,
-0.93248,0.8042,
-0.93197,0.80437,
-0.93053,0.80439,
-0.92812,0.8044,
-0.92811,0.80442,
-0.9255,0.80443,
-0.92297,0.80461,
-0.91899,0.80489,
-0.91712,0.80494,
-0.91145,0.80502,
-0.91058,0.80507,
-0.88517,0.80507,
-0.87717,0.80512,
-0.87572,0.80515,
-0.87265,0.80554,
-0.86198,0.80561,
-0.84365,0.80562,
-0.81697,0.80571,
-0.79413,0.80577,
-0.75299,0.80585,
-0.65873,0.80592,
-0.64334,0.80592,
-0.43181,0.80609,
-0.18088,0.8061,
,0.80611,
,0.80612,
-0.64718,0.80612,
-0.56456,0.80618,
,0.80619,
-0.94185,0.80622,
,0.80626,
-0.95888,0.80632,
-0.95857,0.80636,
-0.95067,0.80644,
-0.94535,0.80646,
-0.93748,0.80658,
-0.93453,0.80662,
-0.92323,0.80668,
-0.91708,0.80695,
-0.9146,0.80722,
-0.91454,0.80725,
-0.90865,0.80731,
-0.90719,0.80732,
-0.89098,0.80737,
-0.87997,0.80751,
-0.8779,0.80751,
-0.86976,0.80767,
-0.86608,0.80769,
-0.85719,0.80771,
-0.85609,0.8078,
-0.83681,0.80781,
-0.8277,0.80783,
-0.81877,0.80794,
-0.7714,0.80795,
-0.74038,0.80806,
0.96273,0.80807,
,0.80816,
-0.79662,0.80821,
-0.76102,0.80833,
-0.51303,0.80849,
,0.80862,
,0.80862,
-0.95376,0.80867,
-0.94518,0.80869,
-0.6292,0.80896,
,0.80902,
-0.96152,0.80911,
-0.94192,0.80914,
-0.93143,0.80915,
-0.9211,0.80919,
-0.92043,0.8092,
-0.91777,0.80931,
-0.91534,0.80939,
-0.9144,0.80954,
-0.91148,0.80963,
-0.90779,0.80969,
-0.90626,0.80971,
-0.90467,0.80975,
-0.90254,0.80976,
-0.88873,0.8098,
-0.88708,0.80982,
-0.85971,0.81021,
-0.85126,0.81023,
-0.8194,0.81031,
-0.73674,0.81032,
-0.68982,0.81032,
-0.62828,0.81035,
-0.45461,0.81037,
-0.39057,0.81073,
-0.35313,0.81091,
,0.81092,
,0.81102,
-0.60327,0.81102,
-0.25605,0.81105,
,0.81109,
-0.95108,0.81109,
-0.93932,0.81111,
-0.91675,0.81113,
-0.91497,0.81114,
-0.91296,0.81115,
-0.91173,0.81122,
-0.90729,0.81153,
-0.903,0.81155,
-0.89769,0.81159,
-0.89215,0.81164,
-0.8913,0.81169,
-0.88684,0.81174,
-0.8817,0.81181,
-0.85894,0.81183,
-0.85602,0.81183,
-0.84543,0.81188,
-0.83835,0.81192,
-0.83519,0.81192,
-0.79568,0.81197,
-0.74863,0.81203,
-0.72366,0.81206,
-0.72313,0.81208,
-0.62658,0.81213,
-0.50028,0.81215,
,0.81216,
,0.81228,
,0.81231,
-0.54599,0.81232,
-0.43957,0.81237,
-0.36132,0.8124,
-0.23533,0.81241,
0.13928,0.8125,
,0.81255,
-0.96302,0.81257,
-0.95967,0.81271,
-0.95728,0.81271,
-0.95243,0.81277,
-0.95224,0.81278,
-0.9516,0.81285,
-0.95156,0.81288,
-0.95049,0.81299,
-0.95037,0.813,
-0.94996,0.81301,
-0.94948,0.81306,
-0.94834,0.81306,
-0.94826,0.81307,
-0.94649,0.81307,
-0.94604,0.81314,
-0.94491,0.81351,
-0.94487,0.81365,
-0.94481,0.81369,
-0.94288,0.81383,
-0.94217,0.81384,
-0.9401,0.81386,
-0.93941,0.81387,
-0.93532,0.81388,
-0.93079,0.8139,
-0.93011,0.81393,
-0.92982,0.81396,
-0.92595,0.81397,
-0.92383,0.8141,
-0.92257,0.81416,
-0.91987,0.81416,
-0.91946,0.81417,
-0.91662,0.81423,
-0.91559,0.81436,
-0.91155,0.81439,
-0.91142,0.81442,
-0.90534,0.81443,
-0.90385,0.81447,
-0.89235,0.8145,
-0.88986,0.81458,
-0.88016,0.81461,
-0.87597,0.81464,
-0.87453,0.81466,
-0.87451,0.81471,
-0.87,0.81472,
-0.86958,0.81475,
