false_ties_score,true_ties_score,unlink_ties_score
,-0.04408,
,-0.04408,
-0.84893,-0.04403,
-0.05321,-0.04403,
0.0696,-0.04402,
,-0.04402,
,-0.04401,
,-0.04401,
,-0.04399,
,-0.04399,
,-0.04398,
0.03031,-0.04397,
,-0.04397,
,-0.04397,
,-0.04397,
,-0.04396,
,-0.04395,
,-0.04392,
,-0.04385,
-0.81021,-0.04385,
-0.14864,-0.04384,
-0.0943,-0.04381,
-0.07826,-0.04379,
,-0.04372,
,-0.04364,
,-0.04364,
,-0.04363,
-0.85126,-0.04362,
,-0.04361,
,-0.04361,
,-0.04361,
,-0.04359,
,-0.04359,
-0.87286,-0.04354,
-0.86417,-0.04352,
-0.22194,-0.04351,
-0.17565,-0.04348,
0.0665,-0.04347,
,-0.04345,
,-0.04345,
-0.14783,-0.04344,
-0.14671,-0.04343,
-0.08186,-0.04341,
0.01373,-0.04339,
,-0.04337,
-0.04971,-0.04335,
0.02193,-0.04334,
,-0.04333,
,-0.04333,
,-0.04332,
,-0.04332,
,-0.04327,
,-0.04321,
,-0.0432,
,-0.04319,
,-0.04317,
-0.01166,-0.04314,
,-0.04313,
,-0.04312,
,-0.0431,
,-0.04309,
,-0.04309,
,-0.04309,
,-0.04303,
,-0.04302,
,-0.0429,
,-0.0429,
0.03488,-0.04286,
,-0.04285,
,-0.04285,
,-0.04284,
,-0.04284,
,-0.04284,
-0.11019,-0.04281,
-0.0097,-0.04281,
0.02661,-0.0428,
,-0.04277,
,-0.04276,
,-0.04274,
,-0.04265,
-0.19038,-0.04263,
-0.12835,-0.04262,
,-0.04259,
,-0.04259,
-0.05989,-0.04258,
,-0.04258,
,-0.04257,
,-0.04255,
-0.86342,-0.04255,
-0.85461,-0.04252,
-0.14031,-0.04252,
-0.06084,-0.04251,
-0.03358,-0.0425,
,-0.04247,
,-0.04247,
-0.86056,-0.04246,
0.02459,-0.04242,
,-0.04242,
,-0.0424,
,-0.04238,
-0.86822,-0.04238,
-0.16748,-0.04237,
-0.12765,-0.04235,
-0.00779,-0.04235,
0.00875,-0.04235,
0.01556,-0.04221,
0.01646,-0.04221,
,-0.04221,
,-0.04217,
,-0.04216,
,-0.04215,
,-0.04215,
,-0.04215,
,-0.04215,
,-0.04208,
,-0.04205,
,-0.04201,
,-0.04198,
-0.08702,-0.04196,
,-0.04195,
,-0.04192,
,-0.04191,
-0.16128,-0.04189,
-0.0428,-0.04188,
0.01593,-0.04188,
,-0.04186,
-0.84299,-0.04185,
,-0.04185,
-0.86363,-0.04182,
-0.83988,-0.0418,
-0.83893,-0.0418,
-0.11911,-0.04179,
-0.05132,-0.04179,
-0.0377,-0.04176,
0.00617,-0.04175,
,-0.04174,
,-0.04174,
,-0.0417,
-0.02742,-0.04169,
0.0687,-0.04165,
,-0.04164,
,-0.04164,
,-0.0416,
,-0.0416,
-0.83038,-0.0416,
,-0.04156,
,-0.04155,
-0.23531,-0.04152,
-0.08577,-0.04152,
-0.08479,-0.0415,
-0.08298,-0.0415,
-0.00661,-0.04148,
,-0.04147,
,-0.04147,
,-0.04146,
,-0.04146,
-0.03327,-0.04146,
0.11795,-0.04144,
,-0.04143,
,-0.04142,
,-0.04141,
,-0.04137,
-0.14618,-0.04136,
,-0.04136,
,-0.04135,
-0.03015,-0.04132,
,-0.04132,
,-0.04127,
-0.0193,-0.04127,
,-0.04124,
,-0.04124,
,-0.04121,
,-0.04121,
,-0.04117,
,-0.04115,
,-0.04114,
,-0.04113,
,-0.04112,
,-0.04111,
,-0.0411,
,-0.04104,
-0.06214,-0.04101,
,-0.04093,
-0.17009,-0.04093,
,-0.04093,
,-0.04089,
,-0.04087,
-0.89994,-0.04085,
-0.8614,-0.04085,
-0.85259,-0.04083,
-0.85038,-0.0408,
-0.84479,-0.04077,
-0.28978,-0.04076,
-0.18728,-0.04076,
-0.17817,-0.04075,
-0.07585,-0.04073,
0.00447,-0.04072,
,-0.0407,
,-0.04068,
,-0.04066,
,-0.04062,
-0.02954,-0.04061,
,-0.04058,
,-0.04049,
-0.04436,-0.04048,
,-0.04045,
,-0.04043,
,-0.04039,
,-0.04036,
,-0.04036,
,-0.04035,
,-0.04034,
,-0.04029,
,-0.04027,
,-0.04027,
-0.78966,-0.04026,
-0.10544,-0.04026,
,-0.04024,
,-0.04024,
,-0.04023,
,-0.0402,
,-0.0402,
,-0.04018,
-0.87951,-0.04017,
-0.17821,-0.04017,
-0.16845,-0.04016,
-0.11985,-0.04015,
-0.09897,-0.04014,
-0.07855,-0.04011,
-0.04892,-0.04005,
-0.03482,-0.04003,
-0.03375,-0.04003,
,-0.04001,
,-0.03998,
,-0.03995,
,-0.03994,
,-0.03985,
-0.87362,-0.03983,
-0.1512,-0.03983,
-0.12178,-0.03982,
,-0.03981,
-0.86762,-0.03979,
,-0.03979,
,-0.03978,
,-0.03975,
-0.81965,-0.03975,
-0.08477,-0.03974,
-0.06383,-0.03973,
,-0.0397,
,-0.03969,
-0.86653,-0.03968,
-0.86321,-0.03967,
-0.8462,-0.03964,
-0.14156,-0.03959,
,-0.03959,
-0.1114,-0.03957,
-0.05469,-0.03955,
,-0.03952,
,-0.03952,
,-0.03949,
,-0.03949,
-0.32914,-0.03943,
-0.2806,-0.0394,
-0.22898,-0.03937,
-0.20117,-0.03932,
-0.14743,-0.0393,
-0.11083,-0.0393,
-0.08885,-0.03928,
-0.05698,-0.03928,
-0.03919,-0.03924,
,-0.03919,
0.0815,-0.03917,
,-0.03916,
-0.15699,-0.03914,
-0.03989,-0.03912,
,-0.03911,
,-0.0391,
-0.02547,-0.0391,
,-0.03905,
0.00488,-0.03904,
,-0.03904,
,-0.039,
,-0.03899,
,-0.03889,
,-0.03888,
,-0.03888,
-0.04718,-0.0388,
,-0.03875,
-0.09876,-0.03874,
,-0.03874,
-0.89096,-0.03874,
-0.87654,-0.03872,
-0.87444,-0.03869,
-0.86997,-0.03869,
-0.21241,-0.03868,
-0.14566,-0.03865,
-0.14524,-0.03863,
-0.14165,-0.03862,
-0.13806,-0.03859,
-0.13121,-0.03859,
-0.13006,-0.03854,
-0.12222,-0.03853,
-0.03124,-0.03848,
,-0.03842,
,-0.03841,
-0.08056,-0.0384,
-0.04992,-0.03836,
-0.02996,-0.03835,
-0.0096,-0.03835,
,-0.03833,
-0.09034,-0.03833,
,-0.03831,
,-0.03831,
,-0.03831,
,-0.03831,
,-0.03827,
,-0.03825,
,-0.03825,
,-0.03824,
,-0.03824,
-0.20466,-0.03823,
-0.17144,-0.0382,
-0.10262,-0.03819,
-0.09958,-0.03819,
-0.07658,-0.03817,
-0.07221,-0.03817,
-0.0331,-0.03816,
-0.02851,-0.03809,
-0.01179,-0.03808,
0.01213,-0.03807,
,-0.03804,
,-0.03802,
,-0.038,
,-0.03799,
,-0.03799,
,-0.03797,
-0.01714,-0.03797,
0.00091,-0.03797,
0.07436,-0.03796,
,-0.03796,
0.0923,-0.03794,
0.14605,-0.03792,
,-0.03789,
,-0.03786,
,-0.03786,
,-0.03785,
-0.85518,-0.03784,
-0.13198,-0.03783,
-0.11797,-0.03782,
-0.09794,-0.03782,
-0.07115,-0.03782,
-0.0577,-0.03781,
-0.04263,-0.03779,
,-0.03772,
,-0.03771,
-0.04712,-0.03769,
-0.047,-0.03767,
,-0.03767,
,-0.03766,
-0.03912,-0.03763,
,-0.03762,
,-0.03761,
,-0.03755,
,-0.03749,
,-0.03749,
,-0.03743,
-0.89981,-0.03743,
-0.13011,-0.03742,
,-0.03742,
-0.02778,-0.0374,
0.00889,-0.0374,
0.01889,-0.03732,
,-0.03732,
,-0.03729,
,-0.03727,
,-0.03727,
,-0.03727,
,-0.03726,
,-0.03725,
,-0.03721,
-0.24494,-0.03721,
-0.24426,-0.0372,
-0.15173,-0.03718,
-0.06153,-0.03716,
0.0296,-0.03715,
0.03146,-0.03714,
,-0.03714,
,-0.03713,
,-0.03713,
,-0.03711,
,-0.03709,
,-0.03708,
,-0.03705,
-0.0225,-0.03702,
0.00244,-0.03701,
0.01833,-0.03701,
,-0.037,
,-0.03699,
,-0.03697,
,-0.03696,
-0.14914,-0.03696,
-0.11894,-0.03691,
,-0.0369,
,-0.0369,
,-0.03688,
,-0.03687,
-0.85216,-0.03686,
-0.83747,-0.03686,
-0.82209,-0.03683,
-0.2816,-0.03682,
-0.21795,-0.03681,
-0.14806,-0.0368,
-0.14508,-0.0368,
-0.12726,-0.03679,
-0.0916,-0.03676,
-0.09055,-0.03673,
-0.03552,-0.03672,
-0.00119,-0.03669,
0.04835,-0.03665,
0.13749,-0.03664,
,-0.03663,
,-0.03662,
,-0.03653,
,-0.03652,
,-0.03651,
-0.0784,-0.03645,
-0.03398,-0.03645,
,-0.03642,
,-0.03642,
,-0.03639,
,-0.03635,
0.04245,-0.03635,
,-0.03628,
,-0.03624,
,-0.03622,
0.10546,-0.03619,
,-0.03619,
,-0.03618,
,-0.03616,
,-0.03616,
,-0.03614,
,-0.03611,
-0.19476,-0.03611,
-0.13923,-0.03609,
-0.08703,-0.03605,
-0.07868,-0.03604,
-0.00902,-0.03603,
,-0.03602,
,-0.03597,
,-0.03596,
,-0.03595,
,-0.03591,
,-0.0359,
,-0.0359,
,-0.03589,
,-0.03584,
-0.40075,-0.03583,
-0.2194,-0.03581,
0.05472,-0.03579,
,-0.03579,
,-0.03578,
,-0.03577,
,-0.03576,
-0.84745,-0.03574,
-0.28177,-0.03574,
-0.24195,-0.03573,
-0.20565,-0.03572,
-0.11958,-0.0357,
-0.11014,-0.03567,
-0.09955,-0.03567,
-0.09932,-0.03566,
-0.08594,-0.03565,
-0.06076,-0.03562,
-0.06053,-0.03559,
-0.05957,-0.03558,
-0.0295,-0.03556,
-0.01344,-0.0355,
0.00987,-0.03547,
,-0.03546,
,-0.03545,
,-0.03543,
,-0.03542,
,-0.03541,
,-0.0354,
-0.09944,-0.03539,
,-0.03538,
,-0.03536,
,-0.03535,
,-0.03534,
,-0.03534,
,-0.03529,
,-0.03529,
,-0.03528,
,-0.03527,
,-0.03525,
,-0.03521,
,-0.03518,
,-0.03518,
,-0.03518,
,-0.03515,
,-0.03506,
,-0.03506,
0.08989,-0.03506,
,-0.03505,
,-0.03504,
,-0.03503,
,-0.035,
-0.09143,-0.035,
,-0.03496,
,-0.03495,
,-0.03492,
-0.19858,-0.03491,
,-0.0349,
,-0.0349,
,-0.03487,
,-0.03486,
,-0.03484,
,-0.03483,
,-0.03482,
,-0.03482,
,-0.03476,
,-0.03475,
-0.87371,-0.03475,
-0.86313,-0.03473,
-0.85583,-0.0347,
-0.11765,-0.03468,
-0.10106,-0.03468,
0.0229,-0.03467,
,-0.03467,
-0.50335,-0.03465,
-0.09237,-0.03464,
-0.06326,-0.03462,
-0.00292,-0.03461,
,-0.0346,
,-0.03459,
,-0.03457,
,-0.03456,
,-0.03455,
,-0.03454,
,-0.03452,
-0.18018,-0.03452,
-0.05922,-0.0345,
-0.04219,-0.03449,
,-0.03448,
-0.02697,-0.03448,
,-0.03438,
,-0.03438,
,-0.03437,
,-0.03437,
,-0.03436,
-0.1951,-0.03435,
,-0.03431,
,-0.0343,
,-0.03429,
,-0.03427,
,-0.03427,
,-0.03427,
-0.01956,-0.03421,
,-0.03421,
,-0.0342,
,-0.03419,
,-0.03415,
-0.87775,-0.03411,
-0.83477,-0.03409,
-0.2836,-0.03408,
-0.19206,-0.03406,
-0.00854,-0.03403,
0.01553,-0.03401,
,-0.03401,
-0.27377,-0.03398,
,-0.03398,
,-0.03398,
,-0.03392,
,-0.0339,
,-0.0339,
,-0.03388,
,-0.03384,
,-0.03383,
,-0.03383,
,-0.0338,
-0.88342,-0.0338,
-0.23444,-0.03379,
-0.09035,-0.03379,
,-0.03378,
,-0.03377,
-0.24126,-0.03377,
0.01968,-0.03372,
,-0.03372,
-0.87825,-0.03369,
-0.27381,-0.03369,
-0.16967,-0.03369,
-0.0602,-0.03368,
0.03275,-0.03368,
0.07932,-0.03367,
,-0.0336,
,-0.0336,
,-0.03354,
,-0.03353,
-0.09382,-0.03352,
-0.01555,-0.03352,
0.01158,-0.03349,
,-0.03346,
,-0.03345,
,-0.03344,
,-0.03341,
,-0.03341,
-0.1019,-0.03341,
,-0.03341,
-0.20033,-0.0334,
,-0.03339,
0.02427,-0.03338,
,-0.03335,
,-0.03333,
,-0.03331,
,-0.0333,
,-0.0333,
,-0.0333,
-0.85267,-0.03329,
-0.79139,-0.03329,
-0.36551,-0.03327,
-0.15826,-0.03324,
-0.08916,-0.03321,
-0.07367,-0.03321,
,-0.03321,
-0.10665,-0.0332,
,-0.03318,
,-0.03316,
-0.13424,-0.03315,
-0.12091,-0.03311,
-0.10196,-0.03311,
-0.08471,-0.03311,
-0.07454,-0.03309,
-0.06915,-0.03303,
,-0.033,
,-0.03298,
,-0.03293,
,-0.03292,
-0.12644,-0.03291,
-0.09196,-0.03291,
-0.09122,-0.03288,
-0.06226,-0.03288,
-0.05059,-0.03286,
,-0.03285,
0.04877,-0.03284,
,-0.03283,
,-0.03282,
,-0.03282,
,-0.0328,
,-0.0328,
,-0.03277,
0.02894,-0.03277,
,-0.03276,
,-0.03274,
-0.12137,-0.03268,
-0.10498,-0.03265,
-0.07128,-0.03262,
0.13353,-0.03261,
,-0.0326,
,-0.03259,
,-0.03258,
-0.03156,-0.03257,
,-0.03257,
,-0.03255,
,-0.03255,
0.05843,-0.03254,
0.15274,-0.03251,
,-0.0325,
,-0.03248,
,-0.03248,
-0.8605,-0.03247,
-0.85652,-0.03246,
-0.79977,-0.03244,
-0.25032,-0.03241,
-0.20725,-0.0324,
-0.15287,-0.03238,
-0.10749,-0.03236,
-0.07844,-0.03235,
-0.07766,-0.03235,
-0.06505,-0.03234,
,-0.03234,
-0.09256,-0.03232,
-0.06467,-0.03229,
-0.04906,-0.03228,
-0.04497,-0.03226,
-0.04308,-0.03226,
-0.00517,-0.03223,
0.0177,-0.03222,
0.11413,-0.03222,
,-0.03222,
,-0.0322,
,-0.0322,
,-0.03219,
,-0.03215,
,-0.03214,
,-0.03213,
,-0.03213,
,-0.03213,
,-0.03212,
,-0.03211,
,-0.03208,
-0.0627,-0.03206,
-0.0594,-0.03202,
-0.03395,-0.03202,
0.0015,-0.03202,
0.12481,-0.03201,
,-0.03196,
,-0.03195,
,-0.03195,
,-0.03192,
,-0.0319,
,-0.03189,
,-0.03185,
,-0.03185,
,-0.03185,
,-0.03183,
,-0.03182,
,-0.03181,
,-0.0318,
,-0.03178,
,-0.03177,
-0.24765,-0.03176,
-0.04178,-0.03176,
-0.02724,-0.03175,
-0.0146,-0.03175,
0.01287,-0.03173,
0.02859,-0.03172,
,-0.03169,
,-0.03167,
,-0.03167,
,-0.03166,
,-0.03165,
,-0.03161,
-0.86029,-0.0316,
-0.8527,-0.0316,
-0.8216,-0.0316,
-0.17366,-0.03152,
-0.17289,-0.03152,
-0.14836,-0.03151,
-0.11238,-0.0315,
-0.11191,-0.03148,
-0.11027,-0.03147,
-0.07973,-0.03145,
-0.04356,-0.03144,
-0.03835,-0.03143,
-0.03338,-0.0314,
-0.02759,-0.03138,
-0.02701,-0.03133,
,-0.0313,
,-0.0313,
,-0.03124,
,-0.03122,
,-0.03118,
,-0.03118,
-0.11225,-0.03117,
-0.03148,-0.03114,
,-0.03113,
,-0.03109,
,-0.03106,
,-0.03105,
,-0.03101,
,-0.03101,
-0.03921,-0.03098,
0.00997,-0.03095,
,-0.03093,
,-0.0309,
-0.01967,-0.0309,
-0.01919,-0.0309,
,-0.0309,
,-0.03089,
,-0.03089,
,-0.03087,
,-0.03086,
,-0.03084,
,-0.03083,
-0.05415,-0.03083,
,-0.03079,
,-0.03079,
-0.84139,-0.03077,
-0.16556,-0.03075,
-0.05827,-0.03075,
,-0.03073,
-0.22193,-0.03072,
-0.0393,-0.03072,
,-0.03069,
-0.87079,-0.03061,
-0.86648,-0.03055,
-0.85498,-0.03054,
-0.8436,-0.03053,
-0.31413,-0.03053,
-0.18065,-0.03051,
-0.16145,-0.0305,
-0.10128,-0.0305,
-0.04283,-0.03049,
,-0.03048,
,-0.03047,
-0.30256,-0.03047,
-0.25321,-0.03047,
-0.06623,-0.03047,
-0.03614,-0.03046,
-0.03513,-0.03044,
-0.02714,-0.03044,
,-0.03042,
,-0.03039,
-0.00083,-0.03038,
,-0.03037,
,-0.03036,
,-0.03033,
,-0.0303,
,-0.03028,
-0.01952,-0.03024,
,-0.03023,
,-0.03023,
,-0.03022,
,-0.03021,
,-0.0302,
,-0.0302,
,-0.03019,
,-0.03019,
,-0.03015,
,-0.03015,
-0.08252,-0.03012,
0.03237,-0.03009,
,-0.03009,
,-0.03009,
,-0.03006,
,-0.03006,
,-0.03005,
,-0.03002,
0.0572,-0.02998,
,-0.02996,
-0.24553,-0.02996,
-0.20186,-0.02995,
-0.1591,-0.02995,
-0.1135,-0.02994,
-0.0998,-0.02993,
-0.07287,-0.02993,
-0.06115,-0.02989,
-0.06073,-0.02989,
-0.02354,-0.02984,
-0.01139,-0.02983,
0.00569,-0.02983,
0.0094,-0.02983,
0.01441,-0.02983,
0.06205,-0.0298,
0.10481,-0.0298,
,-0.0298,
,-0.02979,
,-0.02979,
,-0.02977,
,-0.02972,
,-0.02971,
,-0.0297,
,-0.02968,
,-0.02967,
,-0.02961,
-0.0527,-0.02958,
0.03927,-0.02957,
,-0.02956,
,-0.02955,
,-0.0295,
,-0.0295,
-0.86441,-0.02947,
,-0.02944,
,-0.02944,
,-0.02942,
,-0.02942,
,-0.02942,
-0.86278,-0.02942,
-0.13266,-0.02935,
,-0.02932,
,-0.02931,
-0.77064,-0.02931,
,-0.0293,
-0.08676,-0.02929,
0.00861,-0.02929,
0.02411,-0.02927,
0.02459,-0.02926,
,-0.02925,
,-0.02925,
,-0.02922,
,-0.0292,
,-0.02919,
0.07922,-0.02919,
,-0.02917,
-0.08126,-0.02916,
,-0.02914,
,-0.02913,
-0.86431,-0.0291,
-0.85721,-0.02908,
-0.83945,-0.02904,
-0.82807,-0.02899,
-0.82753,-0.02898,
-0.34403,-0.02896,
-0.27429,-0.02896,
-0.26013,-0.02896,
-0.24986,-0.02895,
-0.2411,-0.02893,
-0.21523,-0.02891,
-0.18185,-0.02889,
-0.18093,-0.02887,
-0.14372,-0.02886,
-0.07637,-0.02885,
-0.07407,-0.02882,
-0.05829,-0.0288,
-0.05158,-0.02879,
-0.03956,-0.02878,
,-0.02878,
-0.87929,-0.02871,
-0.85506,-0.02871,
-0.08084,-0.02867,
-0.07198,-0.02866,
-0.01803,-0.02865,
0.01431,-0.02864,
,-0.02861,
,-0.02859,
0.00561,-0.02853,
,-0.02852,
,-0.02852,
,-0.02851,
-0.04789,-0.02851,
-0.04067,-0.02848,
,-0.02847,
0.03665,-0.02847,
,-0.02843,
,-0.02842,
,-0.02839,
,-0.02838,
,-0.02837,
-0.03982,-0.02837,
-0.02455,-0.02836,
,-0.02835,
-0.06359,-0.02834,
-0.00879,-0.02831,
,-0.0283,
,-0.02829,
,-0.02826,
,-0.02826,
,-0.02825,
-0.23186,-0.02824,
-0.09644,-0.02823,
,-0.0282,
,-0.0282,
,-0.02813,
-0.31831,-0.02813,
-0.14861,-0.02812,
,-0.0281,
,-0.02806,
,-0.02806,
-0.21752,-0.02806,
-0.11955,-0.02805,
-0.01726,-0.02804,
,-0.02804,
,-0.02803,
,-0.02802,
,-0.02801,
,-0.02799,
,-0.02798,
-0.20266,-0.02797,
-0.14088,-0.02795,
-0.093,-0.02794,
-0.06834,-0.02794,
-0.04469,-0.02794,
-0.0316,-0.02793,
,-0.02793,
-0.24439,-0.02787,
-0.06702,-0.02782,
-0.03976,-0.02781,
0.00287,-0.02779,
0.05942,-0.02776,
0.12951,-0.02775,
0.23036,-0.02773,
,-0.02772,
,-0.02772,
-0.07104,-0.02771,
-0.05202,-0.0277,
,-0.02768,
,-0.02767,
,-0.02763,
,-0.02759,
,-0.02758,
,-0.02755,
,-0.02754,
,-0.02754,
,-0.02753,
,-0.02751,
,-0.0275,
,-0.02749,
,-0.02746,
-0.12564,-0.02745,
-0.08596,-0.02742,
-0.08451,-0.02738,
,-0.02736,
,-0.02736,
,-0.02735,
-0.88814,-0.02733,
-0.88783,-0.02732,
-0.85255,-0.02729,
-0.83022,-0.02725,
-0.23793,-0.02719,
-0.22878,-0.02716,
,-0.02715,
,-0.02714,
-0.84856,-0.02712,
-0.32141,-0.0271,
-0.31225,-0.02709,
-0.22535,-0.02708,
-0.17577,-0.02705,
-0.15449,-0.02704,
-0.12688,-0.02704,
-0.12585,-0.02702,
-0.11582,-0.02701,
-0.10893,-0.02701,
-0.10848,-0.02701,
-0.07586,-0.027,
-0.06911,-0.027,
0.01129,-0.02698,
,-0.02696,
,-0.02693,
,-0.02692,
,-0.02692,
-0.05045,-0.02689,
-0.02628,-0.02687,
0.0771,-0.02687,
,-0.02686,
,-0.02685,
,-0.02684,
0.05732,-0.02684,
0.15988,-0.02682,
,-0.02679,
,-0.02675,
,-0.02671,
,-0.0267,
,-0.02667,
,-0.02667,
,-0.02665,
,-0.02665,
,-0.02663,
-0.05926,-0.02662,
,-0.0266,
,-0.02658,
,-0.02657,
-0.16826,-0.02652,
-0.09419,-0.02648,
0.04947,-0.02647,
,-0.02647,
,-0.02646,
,-0.02643,
-0.85442,-0.02641,
-0.06373,-0.02638,
-0.01884,-0.02638,
,-0.02635,
,-0.02633,
,-0.02631,
,-0.02628,
-0.89486,-0.02627,
-0.86587,-0.02625,
-0.37429,-0.02623,
-0.35731,-0.02621,
-0.26407,-0.02616,
-0.1478,-0.02615,
-0.13653,-0.02612,
-0.09752,-0.02609,
-0.00172,-0.02606,
,-0.02604,
,-0.02604,
,-0.02603,
,-0.02599,
,-0.02599,
-0.00738,-0.02597,
0.00307,-0.02597,
,-0.02597,
,-0.02596,
,-0.02595,
,-0.02592,
,-0.02591,
,-0.02591,
,-0.02586,
,-0.02585,
-0.00718,-0.02581,
,-0.0258,
,-0.02579,
0.066,-0.02576,
,-0.02576,
,-0.02576,
,-0.02571,
,-0.02571,
,-0.0257,
,-0.0257,
,-0.0257,
,-0.02568,
,-0.02564,
,-0.02562,
,-0.02561,
,-0.02559,
,-0.02559,
-0.15461,-0.02556,
,-0.02555,
-0.10003,-0.02555,
0.02947,-0.02552,
,-0.02549,
,-0.02549,
-0.40433,-0.02548,
,-0.02547,
,-0.02546,
-0.18168,-0.02545,
,-0.02545,
-0.85217,-0.02541,
-0.23295,-0.02541,
-0.16151,-0.0254,
-0.12588,-0.02538,
-0.07226,-0.02537,
-0.0458,-0.02536,
-0.04276,-0.02536,
0.00435,-0.02535,
0.04247,-0.02533,
,-0.02532,
,-0.0253,
,-0.02527,
,-0.02526,
,-0.02526,
,-0.02525,
,-0.02524,
,-0.02521,
,-0.0252,
,-0.02519,
,-0.02519,
,-0.02515,
,-0.02515,
,-0.02514,
,-0.02514,
-0.25748,-0.02514,
0.1449,-0.02514,
,-0.02509,
,-0.02507,
,-0.02505,
,-0.02505,
,-0.02505,
,-0.02503,
,-0.02503,
-0.86421,-0.02502,
-0.85487,-0.02502,
-0.75445,-0.02502,
-0.08312,-0.025,
,-0.025,
,-0.02491,
,-0.02491,
,-0.02491,
,-0.02489,
,-0.02489,
,-0.02478,
,-0.02477,
-0.14441,-0.02476,
-0.04362,-0.02476,
,-0.02475,
,-0.02475,
,-0.02474,
,-0.02473,
,-0.0247,
,-0.02468,
,-0.02463,
,-0.02462,
0.00696,-0.0246,
,-0.0246,
-0.72631,-0.02453,
-0.2951,-0.02453,
-0.19811,-0.02452,
-0.18594,-0.02451,
-0.13646,-0.02451,
-0.04097,-0.02449,
-0.0293,-0.02442,
-0.02261,-0.02442,
,-0.02441,
,-0.02438,
,-0.02434,
,-0.02433,
-0.85287,-0.02432,
-0.23285,-0.02431,
-0.21323,-0.02429,
-0.11989,-0.02428,
-0.09034,-0.02427,
-0.08026,-0.02426,
-0.07586,-0.02423,
-0.0561,-0.02422,
,-0.02421,
-0.0115,-0.0242,
,-0.02419,
,-0.02418,
,-0.02417,
,-0.02417,
,-0.02416,
,-0.02415,
,-0.02415,
,-0.02413,
,-0.02411,
,-0.02408,
,-0.02407,
-0.19074,-0.02407,
-0.06863,-0.02405,
0.01253,-0.02405,
,-0.02404,
,-0.02402,
,-0.02401,
,-0.024,
-0.04476,-0.02398,
,-0.02397,
,-0.02397,
,-0.02395,
,-0.02388,
,-0.02388,
,-0.02388,
,-0.02387,
-0.885,-0.02386,
-0.8705,-0.02386,
-0.84688,-0.02385,
-0.33878,-0.02385,
-0.25329,-0.02384,
-0.2442,-0.02383,
-0.18332,-0.02383,
-0.13124,-0.02382,
-0.09198,-0.02382,
-0.08046,-0.02381,
-0.06818,-0.02379,
-0.05615,-0.02363,
-0.04845,-0.02362,
-0.04576,-0.02361,
0.05814,-0.0236,
,-0.0236,
,-0.0236,
,-0.02359,
,-0.02358,
,-0.02358,
,-0.02358,
,-0.02357,
,-0.02357,
-0.06659,-0.02356,
-0.04727,-0.02354,
,-0.0235,
,-0.0235,
,-0.02347,
0.06035,-0.02346,
,-0.02343,
,-0.02343,
,-0.02342,
,-0.0234,
-0.85855,-0.02339,
-0.27377,-0.02338,
-0.06906,-0.02338,
-0.03802,-0.02336,
-0.03348,-0.02333,
0.02225,-0.02333,
,-0.02331,
,-0.0233,
,-0.0233,
,-0.0233,
,-0.02327,
,-0.02327,
-0.01774,-0.02323,
,-0.02319,
,-0.02315,
,-0.02314,
,-0.02314,
,-0.02309,
-0.00796,-0.02307,
,-0.02307,
-0.06801,-0.02304,
0.11483,-0.02302,
,-0.023,
,-0.02297,
,-0.02296,
,-0.02296,
,-0.02296,
,-0.02294,
-0.08953,-0.02292,
-0.04322,-0.0229,
-0.00294,-0.02288,
,-0.02287,
-0.05966,-0.02286,
,-0.02284,
-0.85411,-0.02282,
-0.10871,-0.0228,
-0.06591,-0.02279,
,-0.02275,
,-0.02269,
-0.30081,-0.02266,
,-0.02266,
,-0.02266,
,-0.02265,
,-0.02264,
-0.84039,-0.02264,
-0.83002,-0.02261,
-0.79764,-0.02261,
0.0717,-0.0226,
,-0.02257,
,-0.02257,
-0.1594,-0.02254,
,-0.02253,
,-0.02251,
-0.86588,-0.02251,
-0.12368,-0.02249,
0.00855,-0.02248,
0.00925,-0.02248,
,-0.02245,
,-0.02241,
,-0.0224,
,-0.02239,
,-0.02238,
,-0.02237,
-0.22897,-0.02235,
-0.17672,-0.02234,
-0.07599,-0.02234,
-0.05664,-0.02233,
,-0.02228,
,-0.02228,
,-0.02227,
,-0.02226,
,-0.02221,
-0.85607,-0.02221,
-0.22498,-0.0222,
-0.18523,-0.02218,
,-0.02218,
-0.88114,-0.02217,
-0.78467,-0.02217,
-0.547,-0.02215,
-0.36523,-0.02213,
-0.13211,-0.02213,
-0.11921,-0.02204,
-0.10072,-0.02203,
-0.08806,-0.02202,
-0.08352,-0.02202,
-0.0788,-0.02196,
-0.05566,-0.0219,
-0.0253,-0.02189,
-0.01118,-0.02186,
0.06637,-0.02184,
,-0.02184,
,-0.02181,
,-0.02181,
,-0.02181,
,-0.02179,
,-0.02178,
-0.04076,-0.02173,
-0.01782,-0.02173,
0.0065,-0.02171,
0.02559,-0.02171,
0.11584,-0.0217,
,-0.02169,
,-0.02167,
,-0.02164,
,-0.02164,
,-0.02163,
,-0.02163,
,-0.02163,
,-0.02162,
,-0.0216,
,-0.0216,
,-0.02158,
-0.22408,-0.02157,
,-0.02156,
,-0.02154,
-0.87197,-0.0215,
-0.83908,-0.02148,
-0.12862,-0.02145,
,-0.02143,
,-0.02143,
-0.05516,-0.02142,
,-0.02142,
,-0.0214,
,-0.0214,
,-0.02139,
0.07681,-0.02139,
,-0.02138,
,-0.02136,
0.05866,-0.02135,
,-0.02133,
